/*
データ構造
ID,タイマー,gx,gy,gz,accx,accy,accz,ax,ay,az,mx,my,mz,MPU気温,BMP気温,気圧,worldTime,経度,緯度
（ノーズコーンのロガーはGPSを搭載していないためデータは取れていません。）
開始時刻:離陸-10~15m
*/

ID=147,39.089321-152, -287, -288,4760, -4000, 15968,0.290527, -0.244141, 0.974609,0, 0, 0-15,13.17, 977.880.0,0.000000,0.000000
ID=148,39.342545-74, 225, 50,4668, -4004, 15644,0.284912, -0.244385, 0.954834,0, 0, 0-16,13.17, 977.880.0,0.000000,0.000000
ID=149,39.595341-360, 349, 82,5008, -4504, 15540,0.305664, -0.274902, 0.948486,0, 0, 0-15,13.17, 977.880.0,0.000000,0.000000
ID=150,39.856174-547, 311, -701,4668, -4360, 15728,0.284912, -0.266113, 0.959961,0, 0, 0-16,13.19, 977.770.0,0.000000,0.000000
ID=151,40.108936-229, -63, 150,4880, -4608, 15568,0.297852, -0.281250, 0.950195,0, 0, 0-15,13.19, 977.800.0,0.000000,0.000000
ID=152,40.36175249, -6, 69,4784, -4368, 15428,0.291992, -0.266602, 0.941650,0, 0, 0-15,13.19, 977.800.0,0.000000,0.000000
ID=153,40.614532-805, 1326, -2160,4900, -4496, 15824,0.299072, -0.274414, 0.965820,0, 0, 0-15,13.22, 977.800.0,0.000000,0.000000
ID=154,40.875362-373, 247, -411,4176, -4440, 15348,0.254883, -0.270996, 0.936768,0, 0, 0-15,13.22, 977.850.0,0.000000,0.000000
ID=155,41.128174-867, 385, -609,4304, -4496, 15688,0.262695, -0.274414, 0.957520,0, 0, 0-15,13.22, 977.850.0,0.000000,0.000000
ID=156,41.380978-60, 32, -191,4388, -4804, 15860,0.267822, -0.293213, 0.968018,0, 0, 0-15,13.22, 977.850.0,0.000000,0.000000
ID=157,41.633816-283, -321, -273,4132, -4732, 15636,0.252197, -0.288818, 0.954346,0, 0, 0-15,13.26, 977.800.0,0.000000,0.000000
ID=158,41.894627217, -65, 30,4988, -4268, 15520,0.304443, -0.260498, 0.947266,0, 0, 0-16,13.26, 977.880.0,0.000000,0.000000
ID=159,42.147427734, 33, -53,4100, -5080, 15524,0.250244, -0.310059, 0.947510,0, 0, 0-15,13.26, 977.880.0,0.000000,0.000000
ID=160,42.400181423, 172, -13,4684, -3584, 15788,0.285889, -0.218750, 0.963623,0, 0, 0-15,13.29, 977.830.0,0.000000,0.000000
ID=161,42.652985-352, 129, -655,4836, -3216, 16452,0.295166, -0.196289, 1.004150,0, 0, 0-15,13.29, 977.860.0,0.000000,0.000000
ID=162,42.945263-65, -25, -177,4608, -3476, 16160,0.281250, -0.212158, 0.986328,0, 0, 0-15,13.29, 977.860.0,0.000000,0.000000
ID=163,43.198048-14, -43, 11,4948, -3156, 15656,0.302002, -0.192627, 0.955566,0, 0, 0-15,13.32, 977.810.0,0.000000,0.000000
ID=164,43.450832-338, -29, -201,4856, -3616, 15580,0.296387, -0.220703, 0.950928,0, 0, 0-15,13.32, 977.860.0,0.000000,0.000000
ID=165,43.703545168, 3, 311,4896, -3664, 15752,0.298828, -0.223633, 0.961426,0, 0, 0-15,13.32, 977.860.0,0.000000,0.000000
ID=166,43.96438295, 152, 252,4776, -3284, 15780,0.291504, -0.200439, 0.963135,0, 0, 0-15,13.32, 977.860.0,0.000000,0.000000
ID=167,44.217190923, -558, 226,5276, -2844, 15836,0.322021, -0.173584, 0.966553,0, 0, 0-15,13.35, 977.710.0,0.000000,0.000000
ID=168,44.4699753444, 223, -3361,4648, -2400, 16020,0.283691, -0.146484, 0.977783,0, 0, 0-15,13.35, 977.760.0,0.000000,0.000000
ID=169,44.7227785577, -9085, -13659,4156, 2052, 17092,0.253662, 0.125244, 1.043213,0, 0, 0-15,13.35, 977.760.0,0.000000,0.000000
ID=170,44.9836124657, -813, -5294,4712, 12392, 12660,0.287598, 0.756348, 0.772705,0, 0, 0-15,13.38, 977.940.0,0.000000,0.000000
ID=171,45.23640115796, -8168, 3679,3760, 8864, 11508,0.229492, 0.541016, 0.702393,0, 0, 0-15,13.38, 978.020.0,0.000000,0.000000
